h3_index,priority_score,priority_tier,recommended_action,violation_count,severity_mean,recurrence_score,is_hotspot,hotspot_rank,congestion_score,police_station,top_violation,top_vehicle,lat,lng
89601458623ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Rajajinagar,NO PARKING,CAR,13.00113915692046,77.52760754397319
8960145863bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Rajajinagar,NO PARKING,CAR,13.002198551283028,77.53063222626868
8961892ec37ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Jeevanbheemanagar,NO PARKING,SCOOTER,12.975118743985103,77.64030275555065
8961892ec47ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Banaswadi,NO PARKING,CAR,12.984704375390217,77.65070250868497
8960145866bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Rajajinagar,NO PARKING,PASSENGER AUTO,13.011808764115553,77.5325962229399
89618921977ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Mahadevapura,NO PARKING,CAR,12.989778694753014,77.72489322273985
8961892600fffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Electronic City,NO PARKING,CAR,12.83817833628123,77.65724084080323
8960145a6a7ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Basavanagudi,NO PARKING,CAR,12.940134911218115,77.55726597126373
89618924077ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Hulimavu,NO PARKING,SCOOTER,12.892844567899722,77.62626643116447
8960145a54bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Banashankari,NO PARKING,CAR,12.929494353663621,77.54385694958569
8961892416fffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Mico Layout,NO PARKING,CAR,12.890796451012458,77.60336369646876
896014586b3ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Vijayanagara,NO PARKING,VAN,12.991503438865127,77.5340631106326
89618926043ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Electronic City,NO PARKING,CAR,12.843496309687849,77.66395350015405
8960145b27bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Sadashivanagar,NO PARKING,CAR,13.024497556798378,77.57732833250299
8961892524bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Banaswadi,NO PARKING,SCOOTER,12.973938196133684,77.67099626871038
89618924ecbffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Mico Layout,NO PARKING,SCOOTER,12.899353057908236,77.602304376805
89618925e17ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Adugodi,NO PARKING,CAR,12.945245880959568,77.62293954105351
8960145ac37ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Kengeri,NO PARKING,SCOOTER,12.923258224098632,77.49205053465542
8960145b42bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,High ground,NO PARKING,MAXI-CAB,12.981730800466133,77.58262859907728
896189263bbffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Electronic City,NO PARKING,CAR,12.844662525421866,77.641700763727
89618920b33ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,HAL Old Airport,NO PARKING,MOTOR CYCLE,12.953517253302724,77.69775474066036
89618920b0bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,HAL Old Airport,NO PARKING,CAR,12.958838806398512,77.70447365480493
89618920c03ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Whitefield,NO PARKING,CAR,12.925546240432087,77.73704309163739
89618924253ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,HSR Layout,NO PARKING,CAR,12.916304572720943,77.64231474758567
8961892406bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Madiwala,NO PARKING,CAR,12.899254611294399,77.62757867804447
8960145a6d3ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Basavanagudi,NO PARKING,CAR,12.946484635274484,77.57541900913063
89618925e8fffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Adugodi,NO PARKING,CAR,12.943098937790333,77.62531104407064
89618921c57ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Mahadevapura,NO PARKING,CAR,12.982109071453282,77.77118163457463
8961892198bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Whitefield,NO PARKING,CAR,12.981184772915062,77.7343887702389
89618921dd3ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Whitefield,NO PARKING,CAR,12.968257308994383,77.75707262891227
8961892ccafffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,K.G. Halli,NO PARKING,PASSENGER AUTO,13.025451974485,77.61406127191854
89618925233ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Jeevanbheemanagar,NO PARKING,MOTOR CYCLE,12.961147291426412,77.65993702609022
8961892e293ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,K.R. Pura,NO PARKING,MOTOR CYCLE,13.005903947581054,77.70287226909491
89618925cd7ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Madiwala,NO PARKING,LGV,12.922779775121638,77.62677302099979
8961892d80fffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Hennuru,NO PARKING,HGV,13.100220905374192,77.63218753553592
8960145b0c7ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Sheshadripuram,NO PARKING,CAR,12.992429828036192,77.57919763295415
8961892607bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Electronic City,NO PARKING,MOTOR CYCLE,12.844589458456436,77.65855395484327
89618926053ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Electronic City,NO PARKING,MAXI-CAB,12.84134682188054,77.66632502535957
8961892cd1bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,R.T. Nagar,NO PARKING,SCOOTER,13.024419320353598,77.6026058128486
8961892ccdbffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Hennuru,NO PARKING,CAR,13.031807647892842,77.63223210640237
89618924333ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Mico Layout,NO PARKING,CAR,12.901467876629114,77.60835746894601
8961892cd6fffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Hebbala,NO PARKING,CAR,13.032999240255522,77.59311926460487
89618925c13ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Madiwala,NO PARKING,LORRY/GOODS VEHICLE,12.923869405278952,77.6213742068754
896189243b7ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Mico Layout,NO PARKING,SCOOTER,12.892910994203131,77.60941669991126
8960145a2cbffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Magadi Road,NO PARKING,CAR,12.966852758639241,77.55711050441158
89618924373ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Mico Layout,NO PARKING,TEMPO,12.90893484497832,77.61269595997051
89618924347ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Mico Layout,NO PARKING,CAR,12.90999234442449,77.61572292727035
89601451097ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Thalagattapura,NO PARKING,SCOOTER,12.878297949625285,77.51655247138666
89601451287ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Kengeri,NO PARKING,JEEP,12.902866837437374,77.51876267032858
8961892e52bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Banaswadi,NO PARKING,GOODS AUTO,12.973906963935935,77.67942876428965
89601690093ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Devanahalli Airport,NO PARKING,CAR,13.193037477246458,77.70186995135006
8960169008fffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Devanahalli Airport,NO PARKING,CAR,13.197326144016426,77.69712012384976
8961892c99bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Hebbala,NO PARKING,CAR,13.031939723996295,77.59009193544108
896016901cbffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Devanahalli Airport,NO PARKING,CAR,13.19842991460215,77.68327268878696
896016901bbffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Chikkajala,NO PARKING,CAR,13.188834719644511,77.67286091067747
8960145a0b3ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Banashankari,NO PARKING,CAR,12.931639804220092,77.54148715623145
8961892426fffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Madiwala,NO PARKING,CAR,12.920632378515187,77.6291444264989
8961892406fffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Madiwala,NO PARKING,CAR,12.898197343145117,77.62455137259687
8961892e377ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Banaswadi,NO PARKING,MOTOR CYCLE,13.012435308179196,77.67044896591312
8960145a4c3ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Banashankari,NO PARKING,PASSENGER AUTO,12.926201759333708,77.56846196730865
89618924117ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Hulimavu,NO PARKING,SCOOTER,12.877944349027285,77.60916430870154
8961892410fffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Hulimavu,NO PARKING,SCOOTER,12.883296762105186,77.60744936547525
89618921dabffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Whitefield,NO PARKING,CAR,12.96617603018352,77.74256810630239
8960145b30bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Malleshwaram,NO PARKING,CAR,13.011733071575831,77.55785994682797
8961892e56fffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Banaswadi,NO PARKING,CAR,12.980318451541573,77.68074324427698
8961892e613ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,K.R. Pura,NO PARKING,PASSENGER AUTO,12.998371246005007,77.71539815183634
8961892cacbffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Hennuru,NO PARKING,CAR,13.071402556392618,77.61784827182844
89601680c3bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,No Police Station,NO PARKING,MOTOR CYCLE,13.293815923531868,77.53126771192873
89601690033ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Devanahalli Airport,NO PARKING,CAR,13.200552949627102,77.6893377166075
8960145b52fffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Magadi Road,NO PARKING,SCOOTER,12.97326047695884,77.55842060849142
8960145b4c7ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Cubbon Park,NO PARKING,LGV,12.97741138303755,77.59579530402839
896189263a3ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Electronic City,NO PARKING,CAR,12.843606176717037,77.63867346616159
8961892e627ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Mahadevapura,NO PARKING,CAR,12.99949184691751,77.70155689450048
8961892cdc7ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,R.T. Nagar,NO PARKING,SCOOTER,13.02227412536374,77.60497752533493
8961892660bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Electronic City,NO PARKING,CAR,12.846627620931542,77.68146780159181
8960145a013ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Banashankari,NO PARKING,CAR,12.939105460153685,77.54582118823143
8960145ad57ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Kengeri,NO PARKING,CAR,12.9232858122557,77.48363716088143
8961892ce57ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Hennuru,NO PARKING,SCOOTER,13.057473193829038,77.62905392895493
896016966a3ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Yelahanka,NO PARKING,MOTOR CYCLE,13.098193120565155,77.59241007847257
8961892ed6fffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Halasur,NO PARKING,CAR,12.980529492795114,77.6217303636062
896016900a7ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Devanahalli Airport,NO PARKING,CAR,13.194141871891302,77.68802199150596
8961892468bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Electronic City,NO PARKING,CAR,12.891651455728251,77.65694697879292
89601451497ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Thalagattapura,NO PARKING,CAR,12.863275485150659,77.53313533984318
89601459adbffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Chikkabanavara,NO PARKING,LGV,13.069580011535866,77.50227997850489
89601459e7bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Chikkabanavara,NO PARKING,MOTOR CYCLE,13.062092361119436,77.50636582433873
896189249a7ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Thalagattapura,NO PARKING,CAR,12.872854675866865,77.54351546894281
89601690197ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Chikkajala,NO PARKING,CAR,13.184546794102044,77.67760965771147
89618926acbffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Hulimavu,NO PARKING,MOPED,12.861886167775863,77.61430897935472
8961892e66fffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,K.R. Pura,NO PARKING,CAR,13.010168529964652,77.7065613291296
89601690dcbffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Chikkajala,NO PARKING,CAR,13.183568494311944,77.64083134897984
8960145944bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Kodigehalli,NO PARKING,CAR,13.041627357365286,77.5667834023891
89618925acfffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Ashok Nagar,NO PARKING,CAR,12.965593452569934,77.61305046944275
8961892e697ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Mahadevapura,NO PARKING,SCOOTER,12.98981065127552,77.71645601281985
8961892e6c7ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,K.R. Pura,NO PARKING,MOPED,12.999429538090583,77.71842983364527
8960169014fffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Devanahalli Airport,NO PARKING,CAR,13.204861329524025,77.67614895937812
8960169010fffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Devanahalli Airport,NO PARKING,CAR,13.197389102575745,77.67180167084625
8961892c10bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Hennuru,NO PARKING,MOTOR CYCLE,13.041395615776068,77.64263258080358
8960169618fffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Yelahanka,NO PARKING,MOTOR CYCLE,13.085466831675893,77.55608293702508
896016961bbffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Yelahanka,NO PARKING,MOTOR CYCLE,13.084406301298573,77.55305648104583
8961892c3b3ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Hennuru,NO PARKING,MOTOR CYCLE,13.051010873695706,77.64460280002835
896014593a3ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Jalahalli,NO PARKING,MOTOR CYCLE,13.053499309122332,77.52426641038987
8961892e953ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Pulikeshinagar(F.Town),NO PARKING,CAR,12.991231427006083,77.61829926119724
8960169119bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Devanahalli Airport,NO PARKING,CAR,13.241124205181498,77.7117433500376
896189209b3ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Bellandur,NO PARKING,CAR,12.923571597784926,77.6972408021674
8961892e987ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Cubbon Park,NO PARKING,CAR,12.977353840233196,77.6126470800068
8961892016fffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Whitefield,NO PARKING,SCOOTER,12.942601982508418,77.75180452641631
8961892ea9bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Banaswadi,NO PARKING,CAR,13.009316693337524,77.64449655461644
896016944c7ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,No Police Station,NO PARKING,CAR,13.134583736197552,77.56894145091286
8960145908bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Jalahalli,NO PARKING,SCOOTER,13.041675832798171,77.54993679526135
89601459033ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Jalahalli,NO PARKING,OTHERS,13.043843185777039,77.53914407812034
8960145910bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Peenya,NO PARKING,HGV,13.04174648768466,77.52467287007502
8960169118fffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Devanahalli Airport,NO PARKING,VAN,13.242205932723367,77.70633411365742
89601692303ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Chikkajala,NO PARKING,FACTORY BUS,13.165223732028766,77.70742087137869
89601459213ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Yelahanka,NO PARKING,CAR,13.066244888282249,77.5521516637903
8961892ea1bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Banaswadi,NO PARKING,MOTOR CYCLE,13.016814174665843,77.64040841677112
8961892ea23ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,K.G. Halli,NO PARKING,CAR,13.015783065537757,77.62894980340226
896014516cbffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,K.S. Layout,NO PARKING,SCOOTER,12.89957323065232,77.54335886804535
89601451697ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Thalagattapura,NO PARKING,CAR,12.88570084951456,77.53771650242864
89618925683ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,HAL Old Airport,NO PARKING,CAR,12.94072642300186,77.68669180974028
8961892ea03ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Banaswadi,NO PARKING,CAR,13.015755173949385,77.63737947662257
89618925873ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Adugodi,NO PARKING,LGV,12.946395488478176,77.60068954679488
89601458153ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Kamakshipalya,NO PARKING,CAR,12.99160458191216,77.5003909858441
8961892537bffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Jeevanbheemanagar,NO PARKING,CAR,12.964414622246732,77.64373376129886
896014582c7ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Rajajinagar,NO PARKING,VAN,13.015036732238052,77.52483113075365
89618925447ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,Bellandur,NO PARKING,PASSENGER AUTO,12.932199683178975,77.67931779245983
89618925653ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,HAL Old Airport,NO PARKING,CAR,12.953550040878058,77.68932107641575
89601458593ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,6.758528705132478e-05,Byatarayanapura,NO PARKING,CAR,12.961640549151914,77.51673000459215
896189255a7ffff,0.10911566199763938,MINIMAL,No immediate action — periodic monitoring sufficient,1,0.9,0.0,False,0,0.00017175390553157244,HSR Layout,NO PARKING,CAR,12.909860822585067,77.64942982012717
89601690557ffff,0.10868308822787742,MINIMAL,No immediate action — periodic monitoring sufficient,6,0.6999999999999998,0.0,True,3,0.16580766609173403,Chikkajala,WRONG PARKING,CAR,13.184503506304475,77.6944882225824
8960145a48fffff,0.10861001508019245,MINIMAL,No immediate action — periodic monitoring sufficient,5,0.7,0.0,True,14,0.13657043249081038,Banashankari,WRONG PARKING,CAR,12.920881750237573,77.5617563515969
8960145986fffff,0.10849414715020365,MINIMAL,No immediate action — periodic monitoring sufficient,5,0.7,0.0,True,5,0.13551256908367157,Chikkabanavara,WRONG PARKING,HGV,13.055750790650285,77.47980490642561
89618927353ffff,0.10796336638098679,MINIMAL,No immediate action — periodic monitoring sufficient,6,0.6999999999999998,0.0,True,2,0.157922252478714,Bellandur,WRONG PARKING,SCOOTER,12.908667811402415,77.68011993784671
8961892e087ffff,0.10796336638098679,MINIMAL,No immediate action — periodic monitoring sufficient,6,0.6999999999999998,0.0,True,2,0.1600108779681791,Mahadevapura,WRONG PARKING,PASSENGER AUTO,12.984551297662911,77.69286483250235
89618925d37ffff,0.10776985835403656,MINIMAL,No immediate action — periodic monitoring sufficient,6,0.6999999999999998,0.0,True,1,0.15661014713917412,J.P. Nagar,WRONG PARKING,SCOOTER,12.91543928020999,77.58873602167279
